"th","generic_name","manufacturer","Drugregistration","Trade_name","Year_published","Volume_no","Remark"
"650","Metformin hydrochloride tablets","Pharma Supply Co., Ltd.","1A 199/33","GLUCOMIN","2562","2019",
"651","Metformin hydrochloride tablets","Pharmasant Laboratories Co., Ltd.","1A 413/37","POCOPHAGE 850","2562","2019",
"652","Metformin hydrochloride tablets","Pharmasant Laboratories Co., Ltd.","1A 454/34","GLUZOLYTE","2562","2019",
"653","Metformin hydrochloride tablets","Polipharm Co., Ltd.","1A 181/48","POLIFORMIN 850","2562","2019",
"654","Metformin hydrochloride tablets","Polipharm Co., Ltd.","1A 60/40","POLIFORMIN","2562","2019",
"655","Metformin hydrochloride tablets","R.X. Manufacturing Co., Ltd.","1A 130/48","METFORMIN RX","2562","2019",
"656","Metformin hydrochloride tablets","Seven Stars Pharmaceutical Co., Ltd.","1A 1043/41","METSTARMIN","2562","2019",
"657","Metformin hydrochloride tablets","Seven Stars Pharmaceutical Co., Ltd.","1A 146/42","GLUCONO-500","2562","2019",
"658","Metformin hydrochloride tablets","Seven Stars Pharmaceutical Co., Ltd.","1A 531/44","GLUCINO 850","2562","2019",
"659","Metformin hydrochloride tablets","Siam Bheasach Co., Ltd.","1A 110/27","SIAMFORMET 500 (TABLET)","2562","2019",
"660","Metformin hydrochloride tablets","Siam Bheasach Co., Ltd.","1A 292/34","SIAMFORMET 850 (TABLET)","2562","2019",
"661","Metformin hydrochloride tablets","T. Man Pharma Co., Ltd.","1A 573/36","GLUCOLES-500 TABLET","2562","2019",
"662","Metformin hydrochloride tablets","The British Dispensary (L.P.) Co., Ltd.","1A 1194/41","GLUCOLOC","2562","2019",
"663","Metformin hydrochloride tablets","The Government Pharmaceutical Organization (GPO)","1A 113/45","METFORMIN HYDROCHLORIDE TABLETS 500 MG","2562","2019",
"664","Metformin hydrochloride tablets","The Medicpharma Co., Ltd.","1A 776/40","METFORMIN","2562","2019",
"665","Metformin hydrochloride tablets","Umeda Co., Ltd.","1A 555/44","GLUTABLOC","2562","2019",
"666","Metformin hydrochloride tablets","Utopian Co., Ltd.","1A 276/37","METFORMIN","2562","2019",
"667","Metformin hydrochloride tablets","V & P Laboratory Co., Ltd.","1A 635/42","ELFERMIN","2562","2019",
"668","Metformin hydrochloride tablets","Charoen Bhaesaj Lab Co., Ltd.","1A 246/51","METFORMIN TABLET","2565","2022",
"669","Metformin hydrochloride tablets","Charoen Bhaesaj Lab Co., Ltd.","1A 251/51","METFORMIN 850 TABLET","2565","2022",
"670","Metformin hydrochloride tablets","Modern Pharma Co., Ltd.","1A 75/54","METFORIN","2565","2022",
"671","Metformin hydrochloride tablets","Patar Lab (2517) Co., Ltd.","1A 97/56","METFORMIN 500","2565","2022",
"672","Metformin hydrochloride tablets","R.X. Manufacturing Co., Ltd.","1A 130/48","METFORMIN RX","2565","2022",
"673","Metformin hydrochloride tablets","R.X. Manufacturing Co., Ltd.","1A 131/48","METFORMIN RX 850","2565","2022",
"674","Metformin hydrochloride tablets","Siam Bheasach Co., Ltd.","1A 110/27","SIAMFORMET 500 (TABLET)","2565","2022",
"675","Metformin hydrochloride tablets","Siam Bheasach Co., Ltd.","1A 292/34","SIAMFORMET 850 (TABLET)","2565","2022",
"676","Metformin hydrochloride tablets","The Medicpharma Co., Ltd.","1A 776/40","METFORMIN","2565","2022",
"677","Metformin hydrochloride tablets","The Government Pharmaceutical Organization (GPO)","1A 113/45","METFORMIN HYDROCHLORIDE TABLETS 500 MG","2565","2022",
"678","Methyldopa tablets","M & H Manufacturing Co., Ltd.","1A 189/48","ALDOMET","2564","2021",
"679","Methyldopa tablets","M & H Manufacturing Co., Ltd.","1A 751/32","ISOMET","2564","2021",
"680","Methyldopa tablets","M & H Manufacturing Co., Ltd.","1A 752/32","ISOMET","2564","2021",
"681","Methyldopa tablets","Pharmasant Laboratories Co., Ltd.","1A 12/36","MEFPA","2564","2021",
"682","Metoclopramide sterile solution","The Government Pharmaceutical Organization (GPO)","1A 458/48","METOCLOPRAMIDE INJECTION","2561","2018",
"683","Metoclopramide tablets","Siam Bheasach Co., Ltd.","1A 647/29","NAUSIL TABLET","2561","2018",
"684","Metoclopramide tablets","Utopian Co., Ltd.","1A 1540/30","PLAMIDE","2561","2018",
"685","Metoclopramide tablets","Utopian Co., Ltd.","1A 1540/30","PLAMIDE","2565","2022",
"686","Metoclopramide tablets","Siam Bheasach Co., Ltd.","1A 647/29","NAUSIL TABLET","2565","2022",
"687","Metoprolol tartrate tablets","Pharmasant Laboratories Co., Ltd.","1A 212/31","MELOL TABLETS","2566","2023",
"688","Metoprolol tartrate tablets","T. Man Pharma Co., Ltd.","1A 357/40","MELOC TABLET","2566","2023",
"689","Metoprolol tartrate tablets","T.O. Chemicals (1979) Co., Ltd.","1A 227/56","CARDELOC","2566","2023",
"690","Metronidazole sterile solution","Siam Bheasach Co., Ltd.","1A 565/27","METROLEX","2561","2018",
"691","Metronidazole sterile solution","Tablets (India) Ltd. (Republic of India)","1C 241/49","TRICHOGYL I.V.","2561","2018",
"692","Metronidazole sterile solution","Thai Nakorn Patana Co., Ltd.","1A 674/39","MEPAGYL","2561","2018",
"693","Metronidazole sterile solution","Utopian Co., Ltd.","1A 21/42","MEDIZOLE INJECTION","2561","2018",
"694","Metronidazole sterile solution","Thai Nakorn Patana Co., Ltd.","1A 674/39","MEPAGYL","2565","2022",
"695","Metronidazole tablets","New Life Pharma Co., Ltd.","1A 831/43","GYNEGYL","2561","2018",
"696","Metronidazole tablets","Siam Bheasach Co., Ltd.","1A 70/27","METROLEX TABLET 200 MG","2561","2018",
"697","Metronidazole tablets","The Medicpharma Co., Ltd.","1A 49/53","METRONIDAZOLE 400","2561","2018",
"698","Metronidazole tablets","Thai Nakorn Patana Co., Ltd.","1A 59/33","MEPAGYL 400","2565","2022",
"699","Metronidazole tablets","The Medicpharma Co., Ltd.","1A 1917/29","METRONIDAZOLE TABLETS","2565","2022",
"700","Metronidazole tablets","The Medicpharma Co., Ltd.","1A 49/53","METRONIDAZOLE 400","2565","2022",
"701","Montelukast sodium tablets","Merck Sharp & Dohme Ltd. (United Kingdom of Great Britain and Northern Ireland)","1C 51/55(N)","SINGULAIR (10 MG)","2562","2019",
"702","Montelukast sodium tablets","Sriprasit Pharma Co., Ltd.","1A 3/57(NG)","ASTAIR","2562","2019",
"703","Montelukast sodium tablets","Unison Laboratories Co., Ltd.","1A 17/58(NG)","MONTULAIR 10","2562","2019",
"704","Morphine sulfate sterile solution","M & H Manufacturing Co., Ltd.","-","MORPHINE SULFATE INJECTION","2562","2019",
"705","Morphine sulfate tablets","The Government Pharmaceutical Organization (GPO)","-","MORPHINE SULFATE IR TABLETS 10 MG","2562","2019",
"706","Naproxen tablets","Chinta Trading (1971) Co., Ltd.","1A 2218/30","SYNOGIN","2562","2019",
"707","Naproxen tablets","Community Pharmacy Public Co., Ltd.","1A 399/32","NAPROXEN 250","2562","2019",
"708","Naproxen tablets","New Life Pharma Co., Ltd.","1A 193/39","NEOXEN","2562","2019",
"709","Naproxen tablets","Olic (Thailand) Ltd.","1A 184/42","SYNFLEX","2562","2019",
"710","Naproxen tablets","Pharmasant Laboratories Co., Ltd.","1A 2094/30","POLYXEN","2562","2019",
"711","Naproxen tablets","Seven Stars Pharmaceutical Co., Ltd.","1A 421/50","NAPROXEN 250","2562","2019",
"712","Naproxen tablets","Suphong Bhaesaj Ltd. Part.","1A 589/36","NAXENE","2562","2019",
"713","Naproxen tablets","The British Dispensary (L.P.) Co., Ltd.","1A 1270/28","ARTHROLONE TABLETS","2562","2019",
"714","Naproxen tablets","The Government Pharmaceutical Organization (GPO)","1A 911/42","NAPROXEN TABLETS 250 MG","2562","2019",
"715","Naproxen tablets","The Medicpharma Co., Ltd.","1A 2087/30","NASIN","2562","2019",
"716","Naproxen tablets","Utopian Co., Ltd.","1A 1351/28","NAPROXEN","2562","2019",
"717","Naproxen tablets","V.S. Pharma (1971) Co., Ltd.","1A 885/41","TENDOSIN","2562","2019",
"718","Naproxen tablets","Community Pharmacy Public Co., Ltd.","1A 399/32","NAPROXEN 250","2565","2022",
"719","Naproxen tablets","Siam Bheasach Co., Ltd.","1A 129/35","ANNOXEN-S (275 MG TABLET)","2565","2022",
"720","Naproxen tablets","The Government Pharmaceutical Organization (GPO)","1A 911/42","NAPROXEN TABLETS 250 MG","2565","2022",
"721","Naproxen tablets","The Medicpharma Co., Ltd.","1A 2087/30","NASIN","2565","2022",
"722","Neostigmine methylsulfate sterile solution","The Government Pharmaceutical Organization (GPO)","1A 48/50","NEOSTIGMINE METHYLSULFATE INJECTION","2566","2023",
"723","Nicotinic acid (Niacin) tablets","Greater Pharma Manufacturing Co., Ltd.","1A 2567/28","NICOTINIC ACID","2564","2021",
"724","Norepinephrine (as bitartrate or hydrochloride) sterile solution","Dalim Biotech Co., Ltd. (Republic of Korea)","1C 234/51","NORPIN (INJECTION)","2562","2019",
"725","Norepinephrine (as bitartrate or hydrochloride) sterile solution","PT. Novell Pharmaceutical Laboratories (Republic of Indonesia)","1C 96/61","N-EPI INJECTION","2565","2022",
"726","Norepinephrine (as bitartrate or hydrochloride) sterile solution","Able Medical Co., Ltd.","1A 15053/63","NORVITA IV","2565","2022",
"727","Norepinephrine (as bitartrate or hydrochloride) sterile solution","Siam Bioscience Co., Ltd.","1A 37/65","NORLAPEX","2565","2022",
"728","Norfloxacin tablets","Community Pharmacy Public Co., Ltd.","1A 1151/43","NORFLOXACIN 400 MG TABLET","2565","2022",
"729","Norfloxacin tablets","Siam Bheasach Co., Ltd.","1A 416/33","NORXACIN 400 MG TABLET","2565","2022",
"730","Norfloxacin tablets","Umeda Co., Ltd.","1A 266/50","U-FLOX-400","2565","2022",
"731","Nortriptyline hydrochloride tablets","Pharmasant Laboratories Co., Ltd.","1A 390/36","ORTRIP 25","2565","2022",
"732","Nortriptyline hydrochloride tablets","Pharmasant Laboratories Co., Ltd.","1A 430/36","ORTRIP 10","2565","2022",
"733","Ofloxacin tablets","Bangkok Lab & Cosmetic Co., Ltd.","1A 706/43","OFLOCEE 200","2563","2020",
"734","Ofloxacin tablets","Millimed Co., Ltd.","1A 26/47","FLOXY-200","2563","2020",
"735","Ofloxacin tablets","Polipharm Co., Ltd.","1A 410/55","TAROXIN 200","2563","2020",
"736","Ofloxacin tablets","The Medicpharma Co., Ltd.","1A 186/55","OFLOXYL 200","2563","2020",
"737","Olanzapine tablets","Unison Laboratories Co., Ltd.","1A 45/54(NG)","OLAPIN-5","2563","2020",
"738","Olmesartan medoxomil tablets","Daiichi Sankyo Europe GmbH (Federal Republic of Germany)","1C 16/50(N)","OLMETEC (TABLETS 20 MG)","2564","2021",
"739","Olmesartan medoxomil tablets","Unison Laboratories Co., Ltd.","1A 35/59(NG)","ESATEC 20","2564","2021",
"740","Omeprazole enteric coated capsules","Berlin Pharmaceutical Industry Co., Ltd.","1A 485/36","MIRACID","2564","2021",
"741","Omeprazole enteric coated capsules","The Government Pharmaceutical Organization (GPO)","1A 269/57","OMEPRAZOLE GPO","2564","2021",
"742","Omeprazole enteric coated capsules","Cadila Healthcare Ltd. (Republic of India)","1C 221/47","OCID","2566","2023",
"743","Omeprazole enteric coated capsules","Kopran Ltd. (Republic of India)","1C 381/49","LOKIT","2566","2023",
"744","Omeprazole enteric coated capsules","Thai Nakorn Patana Co., Ltd.","1A 91/59","D-PRAZOL","2566","2023",
"745","Omeprazole enteric coated capsules","The Government Pharmaceutical Organization (GPO)","1A 269/57","OMEPRAZOLE GPO","2566","2023",
"746","Ondansetron (as base or hydrochloride) tablets","Siam Bheasach Co., Ltd.","1A 8/42(NG)","ONSIA (4 MG TABLET)","2564","2021",
"747","Ondansetron (as base or hydrochloride) tablets","Siam Bheasach Co., Ltd.","1A 9/42(NG)","ONSIA (8 MG TABLET)","2564","2021",
"748","Ondansetron hydrochloride sterile solution","Biolab Co., Ltd.","1A 5/42(NG)","ZETRON","2562","2019",
"749","Ondansetron hydrochloride sterile solution","Siam Bheasach Co., Ltd.","1A 17/42(NG)","ONSIA INJECTION","2562","2019",
"750","Oxymetazoline hydrochloride nasal drop/ nasal spray","Thai Nakorn Patana Co., Ltd.","1A 148/57","PHINDROZ","2565","2022",
"751","Paracetamol tablets","Burapha Dispensary Co., Ltd.","1A 114/55","MYMOL","2565","2022",
"752","Paracetamol tablets","Millimed Co., Ltd.","1A 407/48","PARA GPO","2565","2022",
"753","Paracetamol tablets","Thai Nakorn Patana Co., Ltd.","1A 129/53","PATBLU","2565","2022",
"754","Paracetamol tablets","Thai Nakorn Patana Co., Ltd.","1A 305/61","PATBLU 500","2565","2022",
"755","Paracetamol tablets","Thai Nakorn Patana Co., Ltd.","1A 820/43","SARA FEVER AND PAIN MEDICATION MEDICATION","2565","2022",
"756","Paracetamol tablets","Thai Nakorn Patana Co., Ltd.","1A 822/43","SARA","2565","2022",
"757","Perphenazine tablets","Atlantic Laboratories Corp., Ltd.","1A 1050/28","PERNAZINE (8 MG)","2561","2018",
"758","Perphenazine tablets","Modern Manu Co., Ltd.","1A 111/28","MONAZINE-4","2561","2018",
"759","Perphenazine tablets","Pharmasant Laboratories Co., Ltd.","1A 299/35","PORAZINE 8","2561","2018",
"760","Perphenazine tablets","Pharmasant Laboratories Co., Ltd.","1A 327/35","PORAZINE 4","2561","2018",
"761","Perphenazine tablets","Utopian Co., Ltd.","1A 57/53","CONAZINE 8F/C TABLET","2561","2018",
"762","Phenobarbital tablets","The Government Pharmaceutical Organization (GPO)","P1A 7/58","PHENOBARBITONE TABLETS (30 MG)","2561","2018",
"763","Phenobarbital tablets","The Government Pharmaceutical Organization (GPO)","P1A 8/58","PHENOBARBITONE TABLETS (60 MG)","2561","2018",
"764","Pioglitazone hydrochloride tablets","Berlin Pharmaceutical Industry Co., Ltd.","1A 17/51(NG)","UTMOS 15","2561","2018",
"765","Pioglitazone hydrochloride tablets","Berlin Pharmaceutical Industry Co., Ltd.","1A 40/50(NG)","UTMOS 30","2561","2018",
"766","Pioglitazone hydrochloride tablets","Siam Bheasach Co., Ltd.","1A 18/51(NG)","SENZULIN (30 MG TABLET)","2561","2018",
"767","Pioglitazone hydrochloride tablets","Berlin Pharmaceutical Industry Co., Ltd.","1A 17/51(NG)","UTMOS 15","2566","2023",
"768","Pioglitazone hydrochloride tablets","Berlin Pharmaceutical Industry Co., Ltd.","1A 40/50(NG)","UTMOS 30","2566","2023",
"769","Pioglitazone hydrochloride tablets","Millimed Co., Ltd.","1A 16/53(NG)","GITAZONE-FORTE","2566","2023",
"770","Pioglitazone hydrochloride tablets","Millimed Co., Ltd.","1A 32/54(NG)","GITAZONE","2566","2023",
"771","Pioglitazone hydrochloride tablets","Siam Bheasach Co., Ltd.","1A 1/53(NG)","SENZULIN (15 MG TABLET)","2566","2023",
"772","Piroxicam capsules","Thai Nakorn Patana Co., Ltd.","1A 343/40","NEOTICA CAPSULE","2566","2023",
"773","Potassium chloride sterile solution","Pharma Innova Co., Ltd.","1A 354/51","KCL FOR INJECTION","2566","2023",
"774","Pravastatin sodium tablets","Daiichi Sankyo Europe GmbH (Federal Republic of Germany)","1C 115/56(N)","MEVALOTIN PROTECT 20 MG","2565","2022",
"775","Pravastatin sodium tablets","Daiichi Sankyo Europe GmbH (Federal Republic of Germany)","1C 116/56(N)","MEVALOTIN PROTECT 40 MG","2565","2022",
"776","Pravastatin sodium tablets","Intas Pharmaceuticals Ltd. (Republic of India)","1C 101/60(NG)","PRAVA 40","2565","2022",
"777","Praziquantel tablets","Polipharm Co., Ltd.","1A 1236/31","PRASIKON","2561","2018",
"778","Praziquantel tablets","Polipharm Co., Ltd.","1A 1236/31","PRASIKON","2565","2022",
"779","Primaquine phosphate tablets","The Government Pharmaceutical Organization (GPO)","1A 449/45","PRIMAQUINE TABLETS 15 MG","2564","2021",
"780","Propranolol hydrochloride tablets","Berlin Pharmaceutical Industry Co., Ltd.","1A 120/32","BETALOL 40 MG","2564","2021",
"781","Propranolol hydrochloride tablets","Berlin Pharmaceutical Industry Co., Ltd.","1A 145/32","BETALOL 10 MG","2564","2021",
"782","Propranolol hydrochloride tablets","T.O. Chemicals (1979) Co., Ltd.","1A 226/56","CARDENOL 40","2564","2021",
"783","Propranolol hydrochloride tablets","T.O. Chemicals (1979) Co., Ltd.","1A 63/56","CARDENOL 10","2564","2021",
"784","Propranolol hydrochloride tablets","The Government Pharmaceutical Organization (GPO)","1A 346/43","PROPRANOLOL TABLETS 10 MG","2564","2021",
"785","Pyrazinamide tablets","Atlantic Laboratories Corp., Ltd.","1A 188/27","PYRAZINAMIDE 0.5 G","2565","2022",
"786","Pyrazinamide tablets","The Government Pharmaceutical Organization (GPO)","1A 317/45","PYRAZINAMIDE TABLETS","2565","2022",
"787","Pyridostigmine bromide tablets","Labiana Pharmaceuticals S.L.U. (Kingdom of Spain)","1C 89/51","MESTINON 60 MG","2562","2019",
"788","Pyridostigmine bromide tablets","Samarth Life Sciences Pvt. Ltd. (Republic of India)","1C 187/46","DISTINON","2562","2019",
"789","Pyridostigmine bromide tablets","Sriprasit Pharma Co., Ltd.","1A 273/50","PYRIMINE 60","2562","2019",
"790","Quetiapine fumarate tablets","Unison Laboratories Co., Ltd.","1A 12/55(NG)","QUANTIA 25","2564","2021",
"791","Quetiapine fumarate tablets","Unison Laboratories Co., Ltd.","1A 13/55(NG)","QUANTIA 100","2564","2021",
"792","Quinine sulfate tablets","The Government Pharmaceutical Organization (GPO)","1A 423/45","QUININE SULPHATE TABLETS","2564","2021",
"793","Ramipril capsules/tablets","PT Aventis Pharma (Republic of Indonesia)","1C 303/50","TRITACE 5","2564","2021",
"794","Ranitidine hydrochloride tablets","T. Man Pharma Co., Ltd.","1A 1196/43","RANID","2564","2021",
"795","Ranitidine hydrochloride tablets","Unique Pharmaceutical Laboratories (Republic of India)","1C 9/51","ACICARE 150","2564","2021",
"796","Rifampicin + Isoniazid capsules/tablets","Olic (Thailand) Ltd.","2A 909/28","RIFINAH 300","2561","2018",
"797","Rifampicin capsules/tablets","Siam Bheasach Co., Ltd.","1A 801/30","RIFAM CAPSULE 300 MG","2561","2018",
"798","Rifampicin capsules/tablets","The Government Pharmaceutical Organization (GPO)","1A 222/54","RIFAMPICIN CAPSULES","2561","2018",
"799","Rifampicin capsules/tablets","The Government Pharmaceutical Organization (GPO)","1A 247/53","RIFAMPICIN CAPSULES","2561","2018",
"800","Risperidone tablets","Kenyaku (Thailand) Co., Ltd.","1A 10/57(NG)","NEURIS (1.0 MG TABLET)","2562","2019",
"801","Risperidone tablets","Kenyaku (Thailand) Co., Ltd.","1A 23/54(NG)","NEURIS (2.0 MG TABLET)","2562","2019",
"802","Risperidone tablets","The Government Pharmaceutical Organization (GPO)","1A 14/53(NG)","RISPERIDONE GPO (TABLETS 2 MG)","2562","2019",
"803","Risperidone tablets","The Government Pharmaceutical Organization (GPO)","1A 19/53(NG)","RISPERIDONE GPO (TABLETS 1 MG)","2562","2019",
"804","Rivaroxaban tablets","Bayer PHARMA AG (Federal Republic of Germany)","1C 101/55(N)","XARELTO 15 MG","2566","2023",
"805","Rivaroxaban tablets","Bayer PHARMA AG (Federal Republic of Germany)","1C 102/55(N)","XARELTO 20 MG","2566","2023",
"806","Rivastigmine tartrate capsules","Novartis Farmacรฉutica S.A. (Kingdom of Spain)","1C 18/45(N)","EXELON 1.5 MG","2561","2018",
"807","Rivastigmine tartrate capsules","Novartis Farmacรฉutica S.A. (Kingdom of Spain)","1C 19/45(N)","EXELON 3 MG","2561","2018",
"808","Rivastigmine tartrate capsules","Novartis Farmacรฉutica S.A. (Kingdom of Spain)","1C 21/45(N)","EXELON 6 MG","2561","2018",
"809","Rivastigmine tartrate capsules","Siam Bheasach Co., Ltd.","1A 27/56(NG)","RIVASTA 3 MG CAPSULE","2561","2018",
"810","Rivastigmine tartrate capsules","Siam Bheasach Co., Ltd.","1A 40/56(NG)","RIVASTA 1.5 MG CAPSULE","2561","2018",
"811","Rosuvastatin tablets","IPR Pharmaceuticals Inc. (Commonwealth of Puerto Rico)","1C 80/57(N)","VIVACOR (10 MG)","2564","2021",
"812","Rosuvastatin tablets","Lek Pharmaceuticals D.D. (Republic of Slovenia)","1C 15/56(NG)","ROSUVASTATIN SANDOZ (10 MG)","2564","2021",
"813","Rosuvastatin tablets","Millimed Co., Ltd.","1A 35/60(NG)","K-ZUVA 20","2564","2021",
"814","Rosuvastatin tablets","Millimed Co., Ltd.","1A 53/60(NG)","K-ZUVA 10","2564","2021",
"815","Rosuvastatin tablets","Siam Bheasach Co., Ltd.","1A 1/61(NG)","SUROTIN (20 MG TABLET)","2564","2021",
"816","Rosuvastatin tablets","Siam Bheasach Co., Ltd.","1A 34/61(NG)","SUROTIN (10 MG TABLET)","2564","2021",
"817","Rosuvastatin tablets","Lek Pharmaceuticals D.D. (Republic of Slovenia)","1C 15/56(NG)","ROSUVASTATIN SANDOZ (10 MG)","2566","2023",
"818","Rosuvastatin tablets","Millimed Co., Ltd.","1A 53/60(NG)","K-ZUVA 10","2566","2023",
"819","Rosuvastatin tablets","T.O. Chemicals (1979) Co., Ltd.","1A 50/60(NG)","ROVASTOR 20","2566","2023",
"820","Sertraline hydrochloride tablets","M & H Manufacturing Co., Ltd.","1A 18/53(NG)","ZOTALINE","2565","2022",
"821","Sertraline hydrochloride tablets","Siam Bheasach Co., Ltd.","1A 31/57(NG)","SELROTINE 50 MG TABLET","2565","2022",
"822","Sertraline hydrochloride tablets","Sun Pharmaceutical Industries Ltd. (Republic of India)","1C 33/60(NG)","SERLIFT 50 TABLETS 50 MG","2565","2022",
"823","Sertraline hydrochloride tablets","Unison Laboratories Co., Ltd.","1A 33/56(NG)","SISALON 50","2565","2022",
"824","Sertraline hydrochloride tablets","The Government Pharmaceutical Organization (GPO)","1A 13/53(NG)","SERTRALINE GPO","2565","2022",
"825","Sildenafil citrate tablets","The Government Pharmaceutical Organization (GPO)","1A 21/55(NG)","SIDEGRA (50 MG)","2561","2018",
"826","Sildenafil citrate tablets","Unison Laboratories Co., Ltd.","1A 27/58(NG)","SILATIO","2561","2018",
"827","Simvastatin tablets","Greater Pharma Manufacturing Co., Ltd.","1A 2/47(NG)","EUCOR","2566","2023",
"828","Simvastatin tablets","Greater Pharma Manufacturing Co., Ltd.","1A 3/45(NG)","EUCOR","2566","2023",
"829","Simvastatin tablets","Inter Pharma Public Co., Ltd.","1A 30/64(NG)","ZIMMEX","2566","2023",
"830","Simvastatin tablets","Inter Pharma Public Co., Ltd.","1A 28/64(NG)","ZIMMEX 20","2566","2023",
"831","Simvastatin tablets","The Government Pharmaceutical Organization (GPO)","1A 33/53(NG)","ZIMVA (10 MG)","2566","2023",
"832","Simvastatin tablets","The Government Pharmaceutical Organization (GPO)","1A 31/53(NG)","ZIMVA (20 MG)","2566","2023",
"833","Simvastatin tablets","The Government Pharmaceutical Organization (GPO)","1A 34/53(NG)","ZIMVA (40 MG)","2566","2023",
"834","Sitagliptin tablets","Organon Pharma (UK) Ltd., (United Kingdom of Great Britain and Northern Ireland)","1C 71/55(N)","JANUVIA (100 MG)","2566","2023",
"835","Sodium bicarbonate sterile solution","Atlantic Laboratories Corp., Ltd.","1A 22/26","SODIUM BICARBONATE INJECTION","2562","2019",
"836","Sodium chloride sterile solution","A.N.B. Laboratories Co., Ltd.","1A 424/28","SOLUTION OF ISOTONIC SODIUM CHLORIDE","2564","2021",
"837","Sodium chloride sterile solution","Able Medical Co., Ltd.","1A 328/48","0.9% SODIUM CHLORIDE NSS","2564","2021",
"838","Sodium chloride sterile solution","Pharma Innova Co., Ltd.","1A 259/49","0.9% SODIUM CHLORIDE NSS","2564","2021",
"839","Sodium chloride sterile solution","Thai Nakorn Patana Co., Ltd.","1A 1427/30","SODIUM CHLORIDE INJECTION","2564","2021",
"840","Sodium valproate oral solution","Olic (Thailand) Ltd.","1A 542/33","DEPAKINE","2563","2020",
"841","Sodium valproate oral solution","Unison Laboratories Co., Ltd.","1A 65/56","EPIATE SYRUP","2563","2020",
"842","Sodium valproate tablets","Sanofi Winthrop Industrie (French Republic)","1C 344/49","DEPAKINE CHRONO 500 MG","2563","2020",
"843","Sodium valproate tablets","Sanofi-Aventis S.A. (Kingdom of Spain)","1C 103/56","DEPAKINE 200 MG","2563","2020",
"844","Sodium valproate tablets","Sun Pharmaceutical Industries Ltd. (Republic of India)","1C 122/58","ENCORATE","2563","2020",
"845","Sodium valproate tablets","Torrent Pharmaceuticals Ltd. (Republic of India)","1C 75/49","VALPARIN-200 ALKALETS","2563","2020",
"846","Spironolactone tablets","Berlin Pharmaceutical Industry Co., Ltd.","1A 202/45","HYLES 25","2561","2018",
"847","Spironolactone tablets","Berlin Pharmaceutical Industry Co., Ltd.","1A 203/45","HYLES 100","2561","2018",
"848","Spironolactone tablets","Pharmasant Laboratories Co., Ltd.","1A 1627/30","ALTONE TABLETS","2561","2018",
"849","Spironolactone tablets","Berlin Pharmaceutical Industry Co., Ltd.","1A 202/45","HYLES 25","2565","2022",
"850","Spironolactone tablets","Berlin Pharmaceutical Industry Co., Ltd.","1A 203/45","HYLES 100","2565","2022",
"851","Spironolactone tablets","Pharmasant Laboratories Co., Ltd.","1A 1627/30","ALTONE TABLETS","2565","2022",
"852","Sulfasalazine tablets","Atlantic Laboratories Corp., Ltd.","1A 116/50","SARIDINE - E","2563","2020",
"853","Sulfasalazine tablets","Recipharm Uppsala AB (Kingdom of Sweden)","1C 192/39","SALAZOPYRIN (EN- TABS)","2563","2020",
"854","Sulfasalazine tablets","Sriprasit Pharma Co., Ltd.","1A 292/52","SALAZINE","2563","2020",
"855","Tenofovir disoproxil fumarate + Emtricitabine tablets","The Government Pharmaceutical Organization (GPO)","2A 5/56(NG)","TENO-EM","2563","2020",
"856","Tenofovir disoproxil fumarate tablets","Unison Laboratories Co., Ltd.","1A 32/61(NG)","FORVIC 300","2565","2022",
"857","Tenofovir disoproxil fumarate tablets","The Government Pharmaceutical Organization (GPO)","1A 41/60(NG)","TENEVIR","2565","2022",
"858","Theophylline sustained release capsules/tablets","Meditab Specialities Pvt. Ltd. (Republic of India)","1C 101/52","THEORI-200","2561","2018",
"859","Thiamazole (Methimazole) tablets","Olic (Thailand) Ltd.","1A 456/51","TAPAZOLE","2562","2019",
"860","Thiamazole (Methimazole) tablets","Sriprasit Pharma Co., Ltd.","1A 85/48","TIMAZOL","2562","2019",
"861","Thioridazine hydrochloride tablets","Asian Pharmaceutical Co., Ltd.","1A 877/31","THIOSIA S/C TABLETS (10 MG)","2562","2019",
"862","Thioridazine Hydrochloride tablets","Modern Manu Co., Ltd.","1A 172/29","TIDAZINE-25","2562","2019",
"863","Ticagrelor tablets","AstraZeneca AB, (Kingdom of Sweden)","1C 32/59(N)","BRILINTA (FILM-COATED TABLETS 90 MG)","2566","2023",
"864","Ticagrelor tablets","Unison Laboratories Co., Ltd.","1A 49/62(NG)","TICATA 90","2566","2023",
"865","Timolol maleate eye drop","Alcon-Couvreur (Kingdom of Belgium)","1C 95/60","TIMOLOL MALEATE EYE DROPS (0.5%)","2563","2020",
"866","Timolol maleate eye drop","Centaur Pharmaceuticals Pvt. Ltd. (Republic of India)","1C 94/53","GLUCOTIM","2563","2020",
"867","Timolol maleate eye drop","Seng Thai Company Co., Ltd.","1A 799/28","GLAUCO-OPH EYE DROPS STERILE 0.50%","2563","2020",
"868","Tizanidine hydrochloride tablets","Sriprasit Pharma Co., Ltd.","1A 192/52","TIDAR 4 MG","2563","2020",
"869","Topiramate tablets","Pharmathen SA, Greece","1C 15/58(NG)","MORAMAX 50","2564","2021",
"870","Topiramate tablets","Siam Bheasach Co., Ltd.","1A 36/61(NG)","PITOMATE (25 MG TABLET)","2564","2021",
